conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.82946561204279E+018,Fri Aug 30 19:53:46 +0000 2024,0,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @KangayamLombok @alisyarief @Alie_Fahnoor IKN Cuma buat naikin gengsi Jokowi rakyat nggak dapat apa-apa. Buang duit!,1.82960847040199E+018,,gorunbiraz3,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608470401991153,2354566718,HajrinMantu
1.82946157502528E+018,Fri Aug 30 19:53:37 +0000 2024,0,@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @maximilan_angel @ezmei18 @timpenguinnas Pemerintah Cuma pandai janji bandara di IKN aja belum kelar. Malu-maluin!,1.82960843447358E+018,,GirlBieberJ,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608434473583027,2354566718,HajrinMantu
1.82946748315122E+018,Fri Aug 30 19:53:29 +0000 2024,0,@griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @__LOVE_AG4EVER @AirinDatangLagi @JhonSitorus_18 Jokowi tunda pindah ke IKN karena tahu proyek ini nggak bakal sukses.,1.82960839823055E+018,,griselruiz88,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608398230553079,2354566718,HajrinMantu
1.82946130631691E+018,Fri Aug 30 19:53:10 +0000 2024,0,@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @ronavioleta @Heraloebss @BANGSAygSUJUD IKN Cuma proyek mercusuar yang bikin rakyat tambah miskin. Buat apa?,1.82960831822839E+018,,GirlBieberJ,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608318228394149,2354566718,HajrinMantu
1.82946724684405E+018,Fri Aug 30 19:52:59 +0000 2024,0,@griselruiz88 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @golkar_id @psi_id @RcyberProj0 @PartaiSocmed @Alie_Fahnoor Bandara di IKN belum siap tapi udah ngomong soal investor. Kebalik nggak sih?,1.82960827410017E+018,,griselruiz88,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608274100175124,2354566718,HajrinMantu
1.82946508030994E+018,Fri Aug 30 19:52:49 +0000 2024,0,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @T0M5helby @alisyarief @AdamVelcro Proyek IKN Cuma buang duit rakyat buat keinginan pribadi Jokowi. Rakyat nggak dapat untung!,1.82960823174609E+018,,gorunbiraz3,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608231746093126,2354566718,HajrinMantu
1.82946092442574E+018,Fri Aug 30 19:52:39 +0000 2024,0,@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @BosPurwa @rasa2086 @ferizandra Rosan ke Singapura Cuma buat jalan-jalan bukannya cari solusi buat IKN.,1.82960819065869E+018,,GirlBieberJ,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608190658691266,2354566718,HajrinMantu
1.82946482493556E+018,Fri Aug 30 19:52:21 +0000 2024,0,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @murinuha @Cahayaemasnkri @FitFerry IKN ini Cuma proyek ambisi yang nggak ada manfaatnya buat rakyat. Buang-buang duit!,1.82960811560162E+018,,gorunbiraz3,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608115601621355,2354566718,HajrinMantu
1.82946053712342E+018,Fri Aug 30 19:52:13 +0000 2024,0,@GirlBieberJ @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @dekade_08 @WagimanDeep212_ @bengkeldodo Pemerintah selalu bohong soal kesiapan IKN. Mana buktinya kalau beneran siap?,1.82960807984098E+018,,GirlBieberJ,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608079840985386,2354566718,HajrinMantu
1.82946449408045E+018,Fri Aug 30 19:51:56 +0000 2024,0,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @AboutIKN @bkpm @sigitbudic @SantorinisSun IKN nggak lebih dari proyek Jokowi yang bakal jadi beban buat presiden selanjutnya.,1.82960800922148E+018,,gorunbiraz3,in,GORONTALO_INDONESIA,0,1,0,https://x.com/HajrinMantu/status/1829608009221488971,2354566718,HajrinMantu
